0_tq,0_tq_label,1_tq,1_tq_label,2_tq,2_tq_label,3_tq,3_tq_label,4_tq,4_tq_label
"If PersonY be ask advice by PersonX, as a result, PersonX will, PersonX improve PersonY 's chance",0,"If PersonX follow PersonY advice, as a result, PersonX will, PersonY get a good outcome",1,"If PersonX base on PersonY, as a result, PersonY or others want to, PersonY give good advice",1,"If PersonX ask PersonY advice, because PersonX wanted, PersonX gain knowledge",1,"If PersonX provide PersonY overview, as a result, PersonX feels, PersonX be helpful",1
"If PersonX be old, PersonX is seen as, PersonX be innocent",1,"If PersonX be cheeky, PersonX is seen as, PersonX prove PersonX innocence",0,"If PersonX be foul, as a result, PersonX will, PeopleX be not guilty",0,"If PersonX pass PersonY law, PersonX is seen as, PersonX be not guilty",0,"If PersonX be excited, PersonX is seen as, PersonX be innocent",1
"If PersonX say the wrong thing, PersonX is seen as, PersonX be regretful",1,"If PersonX make a huge mess, as a result, PersonX wants to, PersonX want to apologize",1,"If PersonX apologize, PersonX is seen as, PersonX feel disappointed",1,"If PersonX change PeopleX situation, PersonX is seen as, PersonX feel regret",1,"If PersonX fall short, PersonX is seen as, PersonX be regretful",1
"If PersonX pour PersonY a glass, as a result, PersonY or others want to, PersonX love flower",0,"If PersonX impress PersonX 's boyfriend, PersonX is seen as, PersonX take PersonY 's friend out",0,"If PersonX take PersonX wife out, as a result, PersonY or others feel, PersonY be happy",1,"If PersonY be in love, PersonX is seen as, PersonX take PersonY for cream",0,"If PersonX date PersonY 's girlfriend, PersonX is seen as, PersonX be good",1
"If PersonX give PersonY comfort, as a result, PersonX feels, PersonX be good",1,"If PersonY have a conversation, because PersonX wanted, PersonX comfort the person",0,"If PersonX speak PersonY language, as a result, PersonX feels, PersonX be comfort person",0,"If PersonX help out PersonY, PersonX is seen as, PersonX feel kind",1,"If PersonX go to comfort PersonY, PersonX is seen as, PersonX be at rest",0
"If PersonX climb tree, as a result, PersonX feels, PersonX be scare",1,"If PersonX crash into tree, as a result, PersonX feels, PersonX be damage",1,"If PersonX like to hunt, but before, PersonX needed, PersonX need to explore the forest",1,"If PersonX hit a deer, as a result, PersonX wants to, PersonX drive safe",1,"If PersonX seek safety in flight, PersonX is seen as, PersonX be careful",1
"If PersonX know PersonX mind, PersonX is seen as, PersonX be sure",1,"If PersonX look for partner, PersonX is seen as, PersonX bear PersonX name",0,"If PersonX go PersonX way, PersonX is seen as, PersonX be precise",1,"If PersonX be obvious, PersonX is seen as, PeopleX have",0,"If PersonX be lucky, PersonX is seen as, PersonX be identical twin",0
"If PersonX take nap, PersonX is seen as, PersonX be tire",1,"If PersonX go back to sleep, PersonX is seen as, PersonX be tire",1,"If PersonX get back to sleep, PersonX is seen as, PersonX be tire",1,"If PersonX sleep peacefully, PersonX is seen as, PersonX be tire",1,"If PersonX sleep day, as a result, PersonX feels, PersonX be tire",1
"If PersonX receive a award, PersonX is seen as, PersonX get a scholarship to college",0,"If PersonX get a scholarship to college, as a result, PersonX will, PersonX go to college",1,"If PersonX get a scholarship to college, PersonX is seen as, PersonX be brilliant",1,"If PersonX accept into college, PersonX is seen as, PersonX be talented",1,"If PersonX be felicitous, PersonX is seen as, PersonX be in college",0
"If PersonX be clumsy, PersonX is seen as, PersonX stub PersonX toe",0,"If PersonX beat foot, PersonX is seen as, PersonX sit in back",0,"If PersonX drop to knee, PersonX is seen as, PersonX be clumsy",1,"If PersonX be skepticle, PersonX is seen as, PersonX break PersonY foot",0,"If PersonX be sandy, PersonX is seen as, PersonX be foot",0
"If PersonX be the cutest thing, as a result, PersonX feels, PersonX be love",1,"If PersonX be hot, PersonX is seen as, PersonX be lovey",0,"If PersonX that be perfect, PersonX is seen as, PersonX love very much",0,"If PersonX fill PersonY heart, PersonX is seen as, PersonX be attractive",1,"If PersonX get a compliment, PersonX is seen as, PersonX be attractive",1
"If PersonX go PersonX way, PersonX is seen as, PersonX be precise",1,"If PersonX play music, PersonX is seen as, PersonX be culture",1,"If PersonX play the trombone, PersonX is seen as, PersonX be musical",1,"If PersonX be hopeful, PersonX is seen as, PersonX take dance",0,"If PersonX love to dance, PersonX is seen as, PersonX be amazing",1
"If PersonX be old, PersonX is seen as, PersonX be innocent",1,"If PersonX be foul, as a result, PersonX will, PeopleX be not guilty",0,"If PersonX pass PersonY law, PersonX is seen as, PersonX be not guilty",0,"If PersonX be cheeky, PersonX is seen as, PersonX prove PersonX innocence",0,"If PersonX be excited, PersonX is seen as, PersonX be innocent",1
"If PersonX open up, PersonX is seen as, PersonX feel happy",1,"If PersonX have finally arrive, PersonX is seen as, PersonX be happy",1,"If PersonX say hello, PersonX is seen as, PersonX be cheerful",1,"If PersonX finally come, PersonX is seen as, PersonX be felicitous",1,"If PersonX come down to PeopleX, as a result, PersonX wants to, PersonX greet PeopleX",1
"If PersonX make, PersonX is seen as, PersonX be in charge",1,"If PersonX open PersonX curtain, PersonX is seen as, PersonX be responsible",1,"If PersonX be in trouble, PersonX is seen as, PersonX be authorial",0,"If PersonX get do, PersonX is seen as, PersonX be responsible",1,"If PersonX play a part, PersonX is seen as, PersonX be responsible",1
"If PersonX feel the need do it, PersonX is seen as, PersonX die at age",0,"If PersonX be sick, PersonX is seen as, PersonX meet PersonX death",0,"If PersonX eventually die, as a result, PersonX will, PersonX die",1,"If PersonX be very old, as a result, PersonX will, PersonX die",1,"If PersonX be go to die, as a result, PersonX will, PersonX die",1
"If PersonX think, can be hindered by, PersonX have poor vision",1,"If PersonX see it with eye, PersonX is seen as, PersonX be inwonderment",0,"If PersonX watch that, as a result, PersonX feels, PeopleX do not know about that",0,"If PersonX see it with eye, can be hindered by, personx can not see through eye",1,"If PersonX use PersonX eye, as a result, PersonX will, PersonX start to get blur vision",1
"If PersonX be a good day, PersonX is seen as, PersonX be grateful",1,"If PersonX serve PersonY right, as a result, PersonY or others feel, PersonY be so thankful",0,"If PersonX find a great one, PersonX is seen as, PersonX be thankful",1,"If PersonX go well, PersonX is seen as, PersonX be thankful",1,"If PersonX ensure PersonY 's success, as a result, PersonY or others feel, PersonY be grateful",1
"If PersonX hear noise, as a result, PersonX feels, PersonX be alert",1,"If PersonX hear a weird noise, PersonX is seen as, PersonX be attentive",1,"If PersonX hear PersonX alarm, PersonX is seen as, PersonX be conscious",1,"If PersonX hear PersonX alarm, PersonX is seen as, PersonX be alert",1,"If PersonX hear a loud noise, as a result, PersonX will, PersonX approach that",0
"If PersonX graduate college, PersonX is seen as, PersonX be mature",1,"If PersonX begin to grow, PersonX is seen as, PersonX be mature",1,"If PersonX should always, PersonX is seen as, PersonX be mature",1,"If PersonX ride up the hill, PersonX is seen as, PersonX be much older",0,"If PersonX start school, PersonX is seen as, PersonX be mature",1
"If PersonX take that off, PersonX is seen as, PersonX be unhamper",0,"If PeopleX use something, as a result, PersonX will, PeopleX be clean",1,"If PersonX cross, PersonX is seen as, PersonX be carefree",1,"If PersonY fail the test, as a result, PersonY or others will, PersonX get clean",0,"If PersonX never use, PersonX is seen as, PersonX be normal",1
"If PersonX learn german, as a result, PersonX will, PersonX visit germany",1,"If PersonX learn german, as a result, PersonX will, PersonX play pinball",0,"If PersonX learn german, because PersonX wanted, PersonX talk with friend",1,"If PersonX learn german, as a result, PersonX wants to, PersonX apply for university",1,"If PersonX learn german, but before, PersonX needed, PersonX need to have enrol for class",1
"If PersonX express PersonX desire, because PersonX wanted, PersonX let",1,"If PersonX see that, as a result, PersonX wants to, that be available",0,"If PersonX get PersonX wish, PersonX is seen as, PersonX be fortunate",1,"If PersonX want to take the other choice, as a result, PersonX wants to, PersonX look so happy",0,"If PersonX need that, as a result, PersonX will, PersonX choose something",1
"If PersonX be actually really good, PersonX is seen as, PersonX be smart",1,"If PersonX be intelligent, PersonX is seen as, PersonX do a good job",0,"If PersonX go right, PersonX is seen as, PersonX be smart",1,"If PersonX have PersonX way, PersonX is seen as, PersonX be brainy",0,"If PersonX make anything, PersonX is seen as, PersonX be intelligent",1
"If PersonX explain the situation to PersonY, as a result, PersonY or others will, PersonY listen to PersonX",1,"If PersonX tell PersonY much, PersonX is seen as, PersonX be understand",1,"If PersonX pay attention to PersonY, PersonX is seen as, PersonX be calm",1,"If PersonX discuss the matter with PersonY, PersonX is seen as, PersonX be straightforward",1,"If PersonX engage PersonY in conversation, as a result, PersonY or others feel, PersonY be understand",1
"If PersonX say nothing, PersonX is seen as, PersonX be shy",1,"If PersonX keep PersonX head down, PersonX is seen as, PersonX be shy",1,"If PersonX breathe a word, PersonX is seen as, PersonX be timid",1,"If PersonX keep a low profile, PersonX is seen as, PersonX be timid",1,"If PersonX be requirement, PersonX is seen as, PersonX feel timid",0
"If PersonX take PersonY in arm, PersonX is seen as, PersonX be affectionate",1,"If PersonX sleep next to PersonY, PersonX is seen as, PersonX be loving",1,"If PersonX go in kiss, happens before, PersonX caress PersonY face",0,"If PersonX nuzzle PersonY 's neck, as a result, PersonX wants to, PersonX want to kiss PersonY",1,"If PersonX grab PersonY face, PersonX is seen as, PersonX be affectionate",1
"If PersonX feel a cool breeze, as a result, PersonX feels, PersonX feel cold",1,"If PersonX make that, PersonX is seen as, PersonX feel cold",1,"If PersonX get soak, PersonX is seen as, PersonX be cold",1,"If PersonX be light, as a result, PersonX wants to, PersonX be cold",1,"If PeopleX drink it, PersonX is seen as, PeopleX feel cold",1
"If PersonX find a new place, as a result, PersonX will, PersonX get a introduction",1,"If PersonX call, PersonX is seen as, PersonX be new to this",0,"If PersonX play, PersonX is seen as, PersonX be young",1,"If PersonX be new in town, PersonX is seen as, PersonY never speak to PersonX before",0,"If PersonX just move to town, PersonX is seen as, PersonX be adventurous",1
"If PersonX go back to place, PersonX is seen as, PersonX be hopeful",1,"If PersonX be on PersonY 's way back, PersonX is seen as, PersonX even",0,"If PersonX leave that, as a result, PersonX will, PersonX come back to something",1,"If PersonX be finish, PersonX is seen as, PersonX arrive back",0,"If it have that, as a result, PersonX will, it bring back",0
"If PersonX have that, causes, PersonX fall down",1,"If PersonX fall down, causes, PersonX be down on the ground",1,"If PersonX go, causes, PersonX be on the floor",1,"If other know, as a result, PersonX will, PersonX drop to ground",0,"If PersonX come down it, as a result, PersonX will, PersonX reach the bottom",1
"If PersonX take a tumble, PersonX is seen as, PersonX hop on rock",0,"If PersonX break PersonX glass, happens after, PersonX drop PersonX glass",1,"If PersonX lose PersonX life, happens after, PersonX jump from bridge",1,"If PersonX skate on ice, PersonX is seen as, PersonX fall through ice",0,"If PersonX fall off it, as a result, PersonX will, PersonX break that",1
"If PersonX have a break, as a result, PersonX will, PersonX be give it",1,"If PersonX fold PersonY hand, PersonX is seen as, PersonX be cede",0,"If PersonX find that, as a result, PersonX will, PersonX give",1,"If PersonX place in hand, PersonX is seen as, PersonX be give",1,"If PersonX give PersonY a piece, PersonX is seen as, PersonX be give",1
"If PersonX die of attack, PersonX is seen as, PersonX get a funeral",0,"If PersonX cry day, PersonX is seen as, PersonX be mournful",1,"If PersonX lose PersonX life, PersonX is seen as, PersonX be depress",1,"If PersonX be die of cancer, PersonX is seen as, PersonX be devastate",1,"If PersonX die at age, as a result, PersonX feels, PersonX be dead",1
"If PersonX make a fire, because PersonX wanted, PeopleX be cold",1,"If PersonX want to take PeopleX winter clothing off, as a result, PersonX wants to, PersonX humiliate PeopleX",0,"If PersonX cut it with knife, as a result, PersonX wants to, PersonX want warmth",0,"If PersonX play in that, as a result, PersonX wants to, PersonX be cold",1,"If PersonX finally ask, as a result, PersonX wants to, PersonX be get cold",0
"If PersonX fill PersonX glass, because PersonX wanted, PersonX have a drink",1,"If PersonX drink PersonX fill, PersonX is seen as, PersonX be content",1,"If PersonX begin to pour, as a result, PersonX will, PersonX satisfy thirst",1,"If PersonX drink that, as a result, PersonX will, PersonX be satisfied",1,"If PersonX begin to pour, as a result, PersonX will, PersonX obtain beverage",1
"If PersonX then do it, as a result, PersonX will, PersonX want that",0,"If PersonX miss do it, because PersonX wanted, PersonX have be",0,"If PersonX go on that, because PersonX wanted, PersonX want that",1,"If PersonX take the plunge, because PersonX wanted, PersonX get thing do",1,"If PersonX make that, as a result, PersonX will, PersonX make that",1
"If PersonX move to country, because PersonX wanted, PersonX relocate",1,"If PersonX result, because PersonX wanted, PersonX go to there",0,"If PersonX move to country, as a result, PersonY or others want to, PersonX be eager",0,"If PersonX like that, as a result, PersonX wants to, PersonX have",1,"If PersonX sher, because PersonX wanted, PersonX intent to be live in house/apartment",0
"If PersonX excite to have more, as a result, PersonX feels, PersonX love the cookie",0,"If PersonX put sugar, PersonX is seen as, PersonX be happy",1,"If PersonX bake cookie, PersonX is seen as, PersonX be eager",1,"If PersonX bake cookie, as a result, PersonX feels, PersonX be happy",1,"If PersonX eat PersonX cookie, as a result, PersonX feels, PersonX be happy",1
"If PersonX be overweight, as a result, PersonX wants to, PersonX become thin",1,"If PersonX be fat, as a result, PersonX wants to, PersonX persony",0,"If PersonX beat PersonX 's personal record, as a result, PersonX feels, PersonX be gain weight",0,"If PersonX look fat, as a result, PersonX feels, PersonX be overwhelm by everything",0,"If PersonX have eye bigger than belly, as a result, PersonX feels, PersonX be stuff",1
"If PersonX get a table, because PersonX wanted, PersonX have a surface",1,"If PersonX begin PersonX search, as a result, PersonY or others want to, PersonY set up a dinner",1,"If PersonX get a table, because PersonX wanted, PersonX eat",1,"If PersonX get a general idea, because PersonX wanted, PersonX hold PersonY 's meeting",0,"If PersonX get PersonX book, as a result, PersonX wants to, PersonX want to set the book on table",1
"If PersonX get a flat tire, as a result, PersonX wants to, PersonX have a tire",1,"If PersonX stop at station, as a result, PersonX will, PersonX be low on gas",0,"If PersonX feel warm, as a result, PersonX wants to, PeopleX have less money",0,"If PersonX run out of steam, as a result, PersonX wants to, PersonX get some energy",1,"If PersonX need gas, because PersonX wanted, PersonX stop by there",0
"If PersonX get out, because PersonX wanted, PersonX can be",0,"If PersonX become that, because PersonX wanted, PersonX have that",0,"If PersonX go to get it, as a result, PersonX wants to, PersonX have",1,"If PersonX go anyway, because PersonX wanted, PersonX be amaze",0,"If PersonX go place, because PersonX wanted, PersonX have fun",1
"If PersonX be not a good cook, as a result, PersonX wants to, PersonX ruin it",1,"If PersonX be a terrible cook, but before, PersonX needed, PersonX of try",1,"If PersonX be a great chef, as a result, PersonX will, PersonX cant smell well",0,"If PeopleX be unprepared for something, as a result, PersonX wants to, PersonX be a great cook",0,"If PersonX be a good cook, as a result, PersonX wants to, PersonX make it",1
"If PersonX would arrive, because PersonX wanted, PersonX be ready",0,"If PersonX quickly begin, PersonX is seen as, PersonX be eager",1,"If PersonX have, as a result, PersonX wants to, PersonX start",1,"If PersonX form, because PersonX wanted, PersonX guess",1,"If PersonX be it, as a result, PersonX will, PersonX want to do that",1
"If PersonX be happy with that, because PersonX wanted, PersonX like",1,"If PersonX do it, because PersonX wanted, PersonX like",1,"If PersonX feel content, because PersonX wanted, PersonX like something",1,"If PersonX have a fantastic time, because PersonX wanted, PersonX be happy",0,"If PersonX have much fun, because PersonX wanted, PersonX be happy",1
"If PersonX knock the ball, because PersonX wanted, PersonX play",1,"If PersonX knock the ball, because PersonX wanted, PersonX play with ball",1,"If PersonX steal the ball, as a result, PersonX wants to, PersonX throw the ball",1,"If PersonX drop the ball, because PersonX wanted, PersonX have difficulty",1,"If PersonX play ball, as a result, PersonX wants to, PersonX catch a ball",1
"If PersonX express PersonX appreciation, because PersonX wanted, PersonX show gratitude to PersonY",1,"If PersonX express PersonX admiration, because PersonX wanted, PersonX intent to PersonY want to show appreciation for one",1,"If PersonX give PersonY thanks, as a result, PersonX feels, PersonX be thankful",1,"If PersonX thank PersonY for PersonY, as a result, PersonY or others feel, PersonY feel love for PersonX",1,"If PersonX thank PersonY, as a result, PersonX will, PersonX be grateful to PersonY",0
"If PersonX enjoy retirement, as a result, PersonX will, PersonX retire from job",0,"If PersonX get very old, as a result, PersonX wants to, PersonX be aged",0,"If PersonX hang up PersonX hat, as a result, PersonX wants to, PersonX enjoy retirement",1,"If PersonX end PersonX career, as a result, PersonX wants to, PersonX want to retire",1,"If PersonX be turn it, as a result, PersonX wants to, PersonX be older",1
"If PersonX give PersonY answer, because PersonX wanted, ask PersonX a question",1,"If PersonX make the decision, because PersonX wanted, PersonX need to ask question",0,"If PersonX ace PersonX interview, as a result, PersonX wants to, PersonX focus",0,"If PersonX make great, because PersonX wanted, PersonX ask PersonY question",0,"If PersonX make the right call, because PersonX wanted, PersonX want to talk",0
"If PersonX wake PersonY early, because PersonX wanted, PersonY be on time",1,"If PersonX arrive early, happens after, PersonX have a appointment",1,"If PersonX get ready early, as a result, PersonX will, PersonX go early",1,"If PersonX start soon, because PersonX wanted, PersonX reach early",1,"If PersonX get ready, as a result, PersonX wants to, PersonX be on time",1
"If PersonX fly high, as a result, PersonX feels, PersonX be free",1,"If PersonX leave, because PersonX wanted, PersonX want freedom",1,"If PersonX leave there, because PersonX wanted, PersonX want freedom",1,"If PersonX get out, because PersonX wanted, PersonX can be",0,"If PersonX throw open, as a result, PersonX wants to, PersonX want to be free",1
"If PersonX have a job, as a result, PersonX will, PersonX get fire",1,"If PersonX take a job, as a result, PersonX will, PersonX get fire",1,"If PersonX have a job, as a result, PersonX wants to, PersonX get write up",1,"If PersonX quit day, as a result, PersonX wants to, PersonX want to job",1,"If PersonX want to leave soon, because PersonX wanted, PersonX take a job",0
"If PersonX get PersonY 's hair cut, because PersonX wanted, PersonX get rid of PersonY",0,"If PersonX shave all of hair, as a result, PersonX wants to, PersonX get notice",1,"If PersonX feel good, because PersonX wanted, PersonX want short hair",0,"If PersonX remove PersonX hat, because PersonX wanted, PersonX let hair down",1,"If PersonX cut PersonY hair, because PersonX wanted, PersonX need a haircut",1
"If PersonX move in parent, as a result, PersonX wants to, PersonX look for place to live",1,"If PersonX be determine, PersonX is seen as, PersonX move to town",0,"If PersonX find a apartment, as a result, PersonX wants to, PersonX move in apartment",1,"If PersonX enjoy PersonY new family, happens before, PersonX really want to go",0,"If PersonX move to city, because PersonX wanted, PersonX live closer to boyfriend/girlfriend",1
"If PersonX forget it, as a result, PersonX wants to, PersonX be careless",0,"If PersonX do not want something, as a result, PersonX wants to, PersonX have no shame",0,"If PersonX have much luck, as a result, PersonX wants to, PersonX have no plan",0,"If PersonX make a mess, because PersonX wanted, PersonX have some fun",1,"If PersonX want to have fun, because PersonX wanted, PersonX play with that",0
"If PersonX make the call, PersonX is seen as, PersonX be judicious",1,"If PersonX assume, as a result, PersonX wants to, PersonX judge correctly",1,"If PersonX make PersonX law, but before, PersonX needed, PersonX understand justice",1,"If PersonX make the decision, as a result, PersonX will, PersonX get judge",1,"If PersonX make PersonY judgment, as a result, PersonX will, PersonX be good",0
"If PersonX make love, as a result, PersonX wants to, PersonX want to scoop the poop",0,"If PersonX jump down, as a result, PersonX wants to, PersonX have to pee",0,"If PersonX need to use the bathroom, because PersonX wanted, PersonX relieve themselves",1,"If PersonX want to be like PersonY, as a result, PersonX wants to, PersonX want to go poo",0,"If something take, because PersonX wanted, PersonX want to use the restroom",1
"If PersonX resolve PersonX 's problem, but before, PersonX needed, PersonX know a solution",1,"If PersonX gain the solution for problem, as a result, PersonX will, PersonX solve problem",0,"If PersonX find the problem, as a result, PersonX wants to, PersonX resolve the problem",1,"If PersonX fix it, as a result, PersonX wants to, PersonX be fix",1,"If PersonX solve PersonY 's problem, but before, PersonX needed, PersonX create a solution to problem",1
"If PersonX go check, but before, PersonX needed, PersonX have a question",1,"If PersonX finally ask, PersonX is seen as, PersonX be inquisitive",1,"If PersonX eventually ask, PersonX is seen as, PersonX be inquisitive",1,"If PersonX ask PersonY a question, but before, PersonX needed, PersonX think of question",1,"If PersonX say one thing, but before, PersonX needed, what to say",1
"If PersonX also eat, but before, PersonX needed, PersonX chew food",1,"If PersonX pay attention, but before, PersonX needed, PersonX eat some food",1,"If PersonX quickly eat, but before, PersonX needed, PersonX need to put food into mouth",1,"If PersonX buy some food, but before, PersonX needed, PersonX eat something",0,"If PersonX eat day, but before, PersonX needed, PersonX have the appetite",1
"If PersonX add spice to it, because PersonX wanted, PersonX like spicy food",1,"If PersonX smell wonderful, but before, PersonX needed, PersonX get compliment",0,"If PersonX work at market, but before, PersonX needed, PersonX be start to smell",0,"If PersonX eat PersonX food, but before, PersonX needed, PersonX get really into it",0,"If PersonX try to get something, because PersonX wanted, PersonX like spicy food",1
"If PersonX win a prize, but before, PersonX needed, PersonX enter a contest",1,"If PersonX need to compete, but before, PersonX needed, PersonX win day",0,"If PersonX enter a contest, but before, PersonX needed, PersonX lose the game",0,"If PersonX be win the game, but before, PersonX needed, PersonX need to play the game",1,"If PersonX win that, but before, PersonX needed, PersonX have a good time",0
"If PersonX achieve PersonX aim, happens before, PersonX win",1,"If PersonX get to front, as a result, PersonX feels, PersonX accomplish have get to front",1,"If PersonX attain PersonX majority, but before, PersonX needed, PersonX win the contest",1,"If PersonX make ground, but before, PersonX needed, PersonX impress people",1,"If PersonX need to compete, but before, PersonX needed, PersonX win day",0
"If the cat get some fresh air, because PersonX wanted, PersonX find PeopleX wallet",0,"If PersonX put the cat, but before, PersonX needed, PersonX take the cat",1,"If PersonX give the kitten, because PersonX wanted, PersonX feed it",1,"If PersonX see a stray cat, as a result, PersonX will, PersonX give the animal food",1,"If PersonX choose food, as a result, PersonX will, PeopleX feed the cat",0
"If PersonX feel sorry, happens before, PersonX apologize fix",1,"If PersonX strike a blow, as a result, PersonX wants to, PersonX want to apologize",1,"If PersonX make a huge mess, as a result, PersonX wants to, PersonX want to apologize",1,"If PersonX feel really bad, as a result, PersonX feels, PersonX be sorry",1,"If PersonX feel sorry, as a result, PersonX wants to, PersonX apoligize",1
"If PersonX become worried, but before, PersonX needed, PersonX be fretful",0,"If PersonX try, but before, PersonX needed, PersonX be concern",0,"If PersonX hold it in there, but before, PersonX needed, PersonX feel stressed",0,"If PersonX stay in room, but before, PersonX needed, PersonX get nervous",0,"If PersonX express PersonX concern, because PersonX wanted, PersonX express worry",1
"If PersonX take a painkiller, as a result, PersonX will, PersonX have a pain",0,"If PersonX keep up, because PersonX wanted, PersonX put person out pain",0,"If PersonX want to get a tattoo, as a result, PersonX wants to, PersonX endure the pain",1,"If PersonX need to be able, but before, PersonX needed, PersonX help the pain",0,"If PersonX cry day, but before, PersonX needed, PersonX experience trauma",1
"If PersonX have trouble do, as a result, PersonX wants to, PersonX want to wrap a scarf around neck",0,"If PersonX go viral, PersonX is seen as, PersonX get very cold",0,"If PersonX make a fire, because PersonX wanted, PeopleX be cold",1,"If PersonX shave PersonX hair, as a result, PersonX will, PersonX be cold",1,"If PersonX cover with blanket, PersonX is seen as, PersonX feel cold",1
"If PersonX require it, but before, PersonX needed, PersonX need to take interview",0,"If PersonX expect PersonY answer, but before, PersonX needed, PersonX conversate",1,"If PersonX say anything, but before, PersonX needed, PersonX need talk",1,"If PersonX want to do something, but before, PersonX needed, PersonX have be ask question",0,"If PersonX respond back, as a result, PersonX wants to, PersonX want to ask the person question",1
"If PersonX play great, but before, PersonX needed, PersonX can not play",0,"If PersonX get serious, but before, PersonX needed, PersonX lose face",1,"If PersonX be go to miss PersonY, but before, PersonX needed, PersonX doubt PersonX ability",0,"If PersonX take advantage of opportunity, but before, PersonX needed, PersonX lose balance",0,"If PersonX perform, but before, PersonX needed, PersonX need",1
"If PersonX miss PersonX friend, but before, PersonX needed, PersonX get marry",1,"If PersonX marry another PersonY, but before, PersonX needed, PersonX need to plan a marriage",1,"If PersonX be plan PersonX wedding, but before, PersonX needed, PersonX need to find a spouse",1,"If PersonX marry another PersonY, but before, PersonX needed, PersonX threaten PersonY 's existence",0,"If PersonX get marry in PersonY, as a result, PersonX will, PersonX blush",1
"If PersonX have feeling, but before, PersonX needed, PersonX have that",0,"If PersonX feel uncomfortable, but before, PersonX needed, PersonX feel stressed",0,"If PersonX be not happy, but before, PersonX needed, PersonX feel stressed",0,"If PersonX need need, but before, PersonX needed, PersonX need to be needy",0,"If PersonX feel something, as a result, PersonX will, PersonX ask for something",1
"If PersonX also read, happens before, PersonX enjoy the book",1,"If PersonX pick up the book, but before, PersonX needed, PersonX read PersonX favorite book",0,"If PersonX love to read book, because PersonX wanted, PersonX have fun reading",1,"If PersonX have good book, as a result, PersonX wants to, PersonX love to read",1,"If PersonX have, because PersonX wanted, PersonX like reading",1
"If PersonX need to be in the hospital, but before, PersonX needed, the be",0,"If PersonX get PersonX blood draw, happens before, PersonX put a bandaid on spot",1,"If PersonX be at the doctor, but before, PersonX needed, PersonX get medicine",0,"If PersonX have a gas connection, but before, PersonX needed, PersonX need to be at the hospital",0,"If PersonX go home early, but before, PersonX needed, PersonX need to hospital",0
"If PersonX need to ask out PersonY 's girlfriend, but before, PersonX needed, PersonX need to ask PersonY relevant question",0,"If PersonX need to recognize PersonY, but before, PersonX needed, PersonX need to connect with wifus",0,"If PersonX wonder, as a result, PersonX wants to, PersonY want to introduce mate to PersonX",1,"If PersonX start date PersonY, as a result, PersonX wants to, PersonX ask persony marry PeopleX",1,"If PersonX set PersonY up on date, but before, PersonX needed, PersonX look for date",1
"If PersonX understand the situation, but before, PersonX needed, PersonX read the note",1,"If PersonX get it, but before, PersonX needed, PersonX understand",1,"If PersonX see the sign, but before, PersonX needed, PersonX need to be aware",1,"If PersonX carefully follow, but before, PersonX needed, PersonX need to notice",1,"If PersonX open PersonY eye, but before, PersonX needed, PersonX need understand",1
"If PersonX get PersonX shine box, but before, PersonX needed, PersonX need to customer",1,"If PersonX pick up the piece of that, PersonX is seen as, PersonX see a movie",0,"If PersonX be pure, PersonX is seen as, PersonX come unto thee",0,"If PersonX be drive around, PersonX is seen as, PersonX be explorer",1,"If PersonX sweep the board, but before, PersonX needed, PersonX recently come",0
"If PersonX fall in way, but before, PersonX needed, PersonX collapse",1,"If PersonX eventually fall, but before, PersonX needed, PersonX lose balance",1,"If PersonX need to lose control of balance, but before, PersonX needed, PersonX eventually fall",0,"If PersonX slip on that, as a result, PersonX will, PersonX fall into that",1,"If PersonX need to be learn, but before, PersonX needed, PersonX immediately fall",0
"If PersonX get a cold, PersonX is seen as, PersonX lie in bed",0,"If PersonX need to pillow, but before, PersonX needed, PersonX sleep in bed",0,"If PersonX sleep night, but before, PersonX needed, PersonX get in bed",1,"If PersonX sleep night, but before, PersonX needed, PersonX climb into bed",1,"If PersonX do not feel well, as a result, PersonX will, PersonX lie in bed",1
"If PersonX share PersonX experience, but before, PersonX needed, PersonX nod in agreement",0,"If PersonX give PersonY the chance, as a result, PersonX will, PersonX be accept",1,"If PersonX be conform, PersonX is seen as, PersonX get with program",0,"If PersonX satisfy PersonY desire, happens before, PersonX shake PersonY 's hand",1,"If PersonX ask to talk, as a result, PersonX will, PersonX gain permission",1
"If PersonX give PersonY grief, as a result, PersonX wants to, PersonX want to apologize",1,"If PersonX hit PersonY, as a result, PersonX wants to, PersonX apologize",0,"If PersonX hit PersonY, as a result, PersonX wants to, PersonX want to apologize",1,"If PersonX owe PersonY apology, as a result, PersonX wants to, PersonX want to apologize to PersonY",1,"If PersonX read PersonY thought, as a result, PersonX wants to, PersonX want to apologise",1
"If PersonX sit alone, but before, PersonX needed, PersonX lock the door",1,"If PersonX need to look at time, but before, PersonX needed, PersonX slam the door",0,"If PersonX slam the door, but before, PersonX needed, PersonX need to push door",1,"If PersonX ensure PersonX safety, but before, PersonX needed, PersonX need to close the window",1,"If PersonX close PersonX window, but before, PersonX needed, PersonX need to be near wall",1
"If PersonX take shot, but before, PersonX needed, PersonX need to cup",1,"If PeopleX have a drink, because PersonX wanted, PersonX want a drink",1,"If PersonX get a drink, as a result, PersonX wants to, PersonX want to sip the drink",1,"If PersonX give PersonY a cup, because PersonX wanted, get PersonY a drink",1,"If PeopleX have better, as a result, PersonX will, PersonX ask for drink",0
