0,0_label,1,1_label,2,2_label,3,3_label,4,4_label,0_tq,0_tq_label,1_tq,1_tq_label,2_tq,2_tq_label,3_tq,3_tq_label,4_tq,4_tq_label,5,5_label,6,6_label,7,7_label,8,8_label,9,9_label
"After PersonX immediately fall in love, PersonX get marry",1,The event PersonX need to chase PersonY will not happen unless PersonX plan commute residence to class,0,"The event PersonX buy a new gun will not happen, if PersonX can not read",1,"PersonY answer question, thus as an result, PersonX hear back from PersonY",0,"PersonX write story, thus, PersonY want PersonX want to compile PeopleX into book",0,"If PersonX want to go there, but before, PersonX needed, PersonX explain PersonY 's position",0,"If PersonX be very poor with money, happens after, PersonX interview PersonY for job",0,"If PersonY have steal it, causes, PersonX step in water",0,"If PersonX go see it, PersonX is seen as, PersonX buy new headphone",0,"If PersonX call PersonY into office, can be hindered by, PersonY refuse to talk to personx",1,The event PersonX work day will not happen unless PersonX job,1,The event PersonX need to get private urgent matter will not happen unless PersonX stop work day,0,"PersonX immediately open, thus as a result on PersonX's emotion, PersonX feel PersonX be eager",1,"PersonX want to leave the home of dog, thus, PersonX want to walk PersonY dog",0,"The event PersonX ask PersonX mom for help will not happen, if PersonY want to help PeopleX son",0
"PersonX meet PersonY for time, thus, PersonY want to tell PersonX about something",1,"PersonY get exercise at dance, thus as an result, PersonY try call PersonX",0,"PersonX sit on that, thus it can be seen about PersonX's intention that PersonX like movement",1,"PersonX be interested in it, thus, PersonX want PersonY student achieve high test score",0,"PersonX brag to friend, thus, PersonX want to go home",1,"If PersonX watch, includes the event or action, PersonX listen",1,"If PersonX see a movie, as a result, PersonX feels, PersonX be guillible",0,"If PersonX cut both way, can be hindered by, there be one way",1,"If PersonX put the dough, can be hindered by, the oven will not start",1,"If PersonX see PersonY example, but before, PersonX needed, PersonX need to find PersonY 's example",1,"PersonX complete home project, thus as an result, PersonX attack by animal",0,"The event PersonX buy a new house will not happen, if PersonX have terrible credit",1,"PersonX be happy about person, thus as a result on PersonX's emotion, the problem be solve",0,"PersonX catch a mouse, thus as an result, cat have capture the mouse",0,"PersonX be expose to that, thus as an result, PersonY tell PersonX",1
"PersonX have already leave for work, thus as an result, PersonY ssad",0,"PersonX satisfy PersonX 's desire, thus as a result on PersonX's emotion, PersonY get happy",0,"The event person x be learn will not happen, if PeopleX mother will not hire a tutor",0,"PersonX tell PersonY friend about it, thus, PersonX want PersonX tell PersonY friend not tell PersonY",1,"The event person x do not have the capacity will not happen, if PersonX 's friend rig the clock",0,"If PersonX prevent PersonY possibility, PersonX is seen as, PersonY be dominant",1,"If PersonX try to quit smoking, happens after, PersonX be worry about concern",1,"If PersonX be ground by father, can be hindered by, PersonX feel horrible time",0,"If PersonX enter into alliance, as a result, PersonY or others want to, PersonY want to protection",0,"If PersonX have many thing, causes, PersonX home be clutter",1,"The event PersonX buy snack will not happen, if PeopleX wife say no",0,"PersonY want to put up poster of animal, thus, PersonY want to buy a prepaid phone",0,"PersonX want to leave soon, thus it can be seen about PersonX's intention that PersonX take a job",0,"The event PersonX have crooked tooth will not happen, if PersonX be bless with tooth",1,"The event PersonX accept PersonY resignation will not happen, if PersonX do not have authority over employment",1
The event PersonX be beyond excite will not happen unless PersonX feel the consequence,0,"PersonY like PeopleX, thus, PersonX want to show PersonY respect",0,"PersonX take PersonY time, thus, PersonY want to protest",1,"PersonX express PersonX willingness, thus, PersonX want to show the sight",0,"PersonX throw it back, thus, PersonX want to smile",1,"If PersonX cut PersonY hair, happens after, PersonX wield a scissors",1,"If PersonX take a shower, but before, PersonX needed, PersonX take off clothes",0,"If PersonX decide to go to movie, as a result, PersonX wants to, PersonX buy the ticket",1,"If PersonX order a pizza, because PersonX wanted, PersonX want rest",1,"If PersonX increase PersonX speed, as a result, PersonX wants to, PersonX want to be on time",1,"PersonX say hi to PersonY, thus, PersonX want to earn a soul for christ",0,"PersonX pull PersonY 's head, thus it can be seen about PersonX's attribute that PersonX be angry",1,"PersonX afford to buy one, thus as an result, PersonX obtain something",1,"PersonX plan ahead, thus as an result, PersonX see detail",0,"PersonX get ice cream, thus, PersonX want to be inspire",0
"PersonX tell PersonY friend about it, thus as an result, PersonX be play that",0,"Before PersonX announce the rule of game, PersonX fill tub with water",0,"PersonX receive a standing ovation, thus as an result, PersonX gain self confidence",1,"PersonX send a quick message, thus it can be seen about PersonX's intention that PersonX come to PersonY",0,"PersonX care, thus as a result on PersonY's emotion, PersonX miss the ball",0,"If PersonX do not have wood, can be hindered by, PersonX need a education",0,"If PersonX maintain PersonX integrity, can be hindered by, PersonX have a good thing go",0,"If PersonX put PersonY to bed, as a result, PersonY or others will, PersonX call out to PersonY",0,"If PersonX buy a christmas tree, as a result, PersonY or others feel, PersonX be affront",0,"If PersonX go day, can be hindered by, PersonX have to work",1,The event PersonX reach PersonY 's goal will not happen unless PersonX wait,0,"Before PersonX be need a new job, PersonX open the gate",0,"PersonX buy something, thus as an result, PersonY enjoy something",1,"PersonX get the ring, thus, PersonY want to thank PersonX for patronage",1,The event PersonX bow PersonY 's head will not happen unless PersonX hold PersonY 's head,1
The event PersonX hit the snooze button will not happen unless PersonX clock,1,"PersonX sit well with PersonY, thus, PersonY want PersonX start PersonY 's truck",0,"The event there be a law prohibit will not happen, if PersonX wasn t there",0,"PersonX write PersonX letter, thus it can be seen about PersonX's attribute that PersonX be push",0,"PersonX take up PersonY 's abode, thus as an result, PersonX learn new thing",1,"If PersonY be pursue, as a result, PersonY or others feel, PersonX jump on bandwagon",0,"If PersonX awake morning, as a result, PersonX will, PersonX yawn",1,"If PersonX be in the right place, as a result, PersonX feels, PersonX be eager",1,"If PersonX ask to hang out again, as a result, PersonX wants to, PersonX be search for PersonY",0,"If PersonX eat it for lunch, as a result, PersonX feels, PersonX be famous for something",0,"PersonX order PersonY food, thus, PersonX want to impress persony",1,"PersonX stop at light, thus it can be seen about PersonX's attribute that PersonX be correct",1,"The event PersonX leave to go home will not happen, if PersonX have to wait for ride",1,The event PersonX chop vegetable will not happen unless PersonX get landlord 's number,0,The event PersonX take the pee will not happen unless PersonX go to bathroom,0
"PersonX have that, thus as an result, PersonX never miss it",1,"PersonX couple with PersonY, thus it can be seen about PersonX's intention that PersonX have a partner",1,"PersonX be forgive, thus as a result on PersonX's emotion, PersonX throw PersonY exception",0,"PersonX reach PersonX climax, thus as an result, PersonX spend two hour get",0,"PeopleX fall deeply in love, thus as a result on PersonX's emotion, PeopleX get a pet",0,"If PersonX give PersonY some medicine, as a result, PersonX wants to, PersonX want to take test",1,"If PersonX have come true, as a result, PersonX feels, PersonX be good",1,"If PersonX get beer, includes the event or action, PersonX run around",0,"If PersonX keep PersonY head down, PersonX is seen as, PersonX want to keep a low profile",0,"If PersonX have crust in eye, as a result, PersonX will, PersonX cross street",0,"PeopleX have, thus it can be seen about PersonX's attribute that PersonX be moral",0,"The event PersonX get PersonX hope up will not happen, if PersonX know its failed time in past",1,"PersonX put the thing away, thus, PersonX want to give a present",0,"PersonX want to visit, thus as a result on PersonY's emotion, PersonY feel PersonY be glad",1,"After PersonX complain to manager, PersonX file a formal report",1
"the new employee stress about responsibility, thus as an result, PersonY be grief",0,"PersonX add PersonY excess, thus, PersonY want to eat the food",1,"PersonY want to comprehend the meaning, thus, PersonY want to help personx understand the puppy",0,"PersonX get really sick, thus, PersonY want to talk with PersonX",1,"PersonX get money 's worth, thus it can be seen about PersonX's attribute that PersonX be influential",1,"If PersonX be learn to drive, PersonX is seen as, PersonX leave something over there",0,"If PersonX be a vampire, can be hindered by, the car be stall",0,"If PersonX want to check out new release, as a result, PersonX wants to, PersonX order the item",0,"If PersonY get surprise, as a result, PersonY or others want to, PersonY show understand to personx",0,"If PersonX have see this movie, as a result, PersonX wants to, PersonX buy the dvd",1,"PersonX shoot the messenger, thus as a result on PersonY's emotion, PersonY have be harm",1,"PersonX call PersonY friend, thus, PersonY want PersonX please PersonY 's father",0,"The event PersonX have to call PersonX will not happen, if PersonY steal PersonX phone",1,"PersonX be betray, thus as a result on PersonX's emotion, PersonX kill something",0,The event PersonX decide to sell something will not happen unless something be for sale,0
"PeopleX can create something, thus as a result on PersonX's emotion, PersonX feel happy",1,"PersonX tell PersonY friend about it, thus, PersonX want PersonX tell PersonY friend not tell PersonY",1,"PersonX want a change, thus as a result on PersonX's emotion, what PersonY want",1,"PersonX be loser, thus it can be seen about PersonX's attribute that PersonY be unconcerned",0,"PersonX fall back in race, thus as an result, PersonX want to use the restroom",0,"If PersonX tell tom, PersonX is seen as, PersonX be bold",1,"If PersonX 's spouse do not allow PeopleX make other friend, can be hindered by, personx wife say",0,"If PersonX swim with friend, PersonX is seen as, PersonX be happy",1,"If PersonX cut PersonX loose, as a result, PersonX wants to, PersonX have forget it",0,"If PersonX avoid lie, as a result, PersonX will, PersonX play truth",0,"PersonX politely decline, thus, PersonY want to schedule a new event with PersonX",1,"PersonY get trick, thus as an result, PersonY gain respect for person",0,"PersonX make the trip, thus it can be seen about PersonX's attribute that PersonX rid PersonX 's bicycle",0,"PersonX have a big nose, thus, PersonX want to judge the answer",0,"PersonX would attend, thus as a result on PersonX's emotion, PersonX enjoy the experience",0
"PersonX make PersonY attack, thus as a result on PersonX's emotion, PersonX form PersonY conception",0,"PersonX leave alone, thus, PersonX want to walk away",1,"PersonX have see over time, thus as an result, PersonX 's hand touch spit",0,"PersonX push PersonY aside, thus it can be seen about PersonX's attribute that PersonX want to impress PersonX friend",0,"PersonX be responsible, thus it can be seen about PersonX's attribute that PersonX wait in line",0,"If PersonX let go of PersonY, as a result, PersonX will, PersonX be touch PersonY",1,"If PersonX rub PersonY hand, as a result, PersonX will, PersonX must return person 's hand",1,"If PersonX see PersonX best friend, can be hindered by, PeopleX best friend be out town",1,"If PersonX be support, as a result, PersonY or others will, PersonY be nervous",0,"If PersonX tell bob, because PersonX wanted, PersonY wife be cheat on PersonY",1,"PersonX giggle at thought, thus as an result, PersonX have to borrow",0,"PersonX decide to get one, thus it can be seen about PersonX's attribute that PersonX buy something",0,"After PersonX break PersonY ankle, PersonX ace PeopleX test",0,"PersonX do a excellent job, thus it can be seen about PersonX's intention that PersonX be do right",1,"The event PersonY will not deal PersonX in game will not happen, if there be no job",0
"PersonX be cold-natured, thus it can be seen about PersonX's attribute that PersonX love fall",0,"PersonX need clothes, thus, PersonX want to go to mall",1,"PersonX make PersonY 's round, thus, PersonX want to get approval",1,"PersonX have a long day at work, thus it can be seen about PersonX's attribute that PersonX be motivate",1,The event PersonX become rich will not happen unless PersonX win the lottery,1,"If PersonX die, as a result, PersonY or others will, PersonY become understand",0,"If PersonX talk about movie, as a result, PersonX wants to, PersonX eat candy",0,"If PersonX want to plan a lunch date, as a result, PersonX wants to, PersonX be on the football team",0,"If PersonX throw thing away, as a result, PersonX will, PersonX get dirty",1,"If PersonY hurt, as a result, PersonX will, PersonX make a sandwich",0,"PeopleX may eat something, thus it can be seen about PersonX's attribute that PersonX be the first time",0,"PersonX climb tree, thus, PersonX want to look out at surroundings",1,"PersonX want to get early, thus, PersonX want to enquire about price",0,"PersonX follow in wake, thus it can be seen about PersonX's attribute that PersonX be satisfied",0,"PersonX give persony the money for product, thus, PersonX want to have PersonX 's name take",0
"PersonX search day, thus as a result on PersonX's emotion, PersonX feel PersonX be satisfied",1,"PersonX make a grilled cheese sandwich, thus it can be seen about PersonX's attribute that PersonX be simple",1,"PersonX play well, thus it can be seen about PersonX's intention that PersonY can do it",1,"The event PersonX do not have a analysis will not happen, if PersonY do not know enough about persony",0,"PersonX invite PersonY to show, thus as an result, PersonX do not have it",0,"If PersonX spin the bottle, but before, PersonX needed, PersonX grab the bottle",1,"If PersonX pop PersonX cork, can be hindered by, PersonX have no cork",1,"If PersonY do not recognize voice, as a result, PersonY or others will, PersonX publish PersonY book",0,"If PersonX decide to buy, PersonX is seen as, PersonX be influencer",0,"If PersonX longer feel that, as a result, PersonX will, PersonX find fortune",0,"PersonX get PersonY book, thus, PersonX want to need to find PersonX",0,"PersonX roll up PersonY sleeve, thus it can be seen about PersonX's attribute that PersonX do naughty thing",0,The event PersonX sit down with mom will not happen unless PersonX have park PeopleX car downtown,0,"PersonX be take a long time, thus, PersonX want to finish the job",1,"PersonX quickly get ready, thus it can be seen about PersonX's attribute that PersonX be quick",1
"PersonX put the turkey, thus as an result, PersonX get burnt",1,"PersonX bring two together, thus it can be seen about PersonX's attribute that PersonX be social",1,"PersonX look for apartment, thus, PersonX want to have the wrong",0,"The event PersonX be not accept into army will not happen, if persony be too crafty",0,"The event PersonX wife calm PersonX down will not happen, if PersonX can not legally drive",0,"If PeopleX have no uterus, can be hindered by, PersonX 's friend injure PeopleX foot in fight",0,"If PersonX cool on foot, as a result, PersonX feels, PersonX fall many time",0,"If other feel better, as a result, PersonX wants to, PersonX provide PersonY opportunity",0,"If PersonX get the picture, but before, PersonX needed, PersonX observe something",1,"If people rely PeopleX at home, can be hindered by, x 's car have a flat tire",0,"Before PersonX punch PersonX classmate, PersonX be feel generous",0,"PersonX move the furniture, thus it can be seen about PersonX's attribute that PersonX be strong",1,"PersonX spend night, thus as an result, PersonX run late for work",1,"The event PersonX have any extra money will not happen, if PersonX can not stop himself soon",1,"Because PersonX draw, PersonX have the poem",0
"PersonX want to buy, thus, PersonX want to use the item",1,"PersonX finish dinner, thus, PersonX want to clean the dish",1,"PersonX make fun of PersonY, thus, PersonX want to make",1,The event PersonX give PersonY detail will not happen unless PersonX know PersonY,1,"The event PersonX drive home will not happen, if PersonX have be drink too much",1,"If PersonX carry PersonY home, can be hindered by, PersonX have pain",1,"If PersonX come with territory, happens after, PersonX sleep in house",1,"If PersonX be too scared too, can be hindered by, PersonX love PersonX new job",0,"If PersonX decide to compromise, as a result, PersonY or others want to, PersonY want to settle matter with PersonX",1,"If PersonX cut the grass, happens before, PersonX trim the hedge",1,"PeopleX learn to do something, thus as an result, PersonX do better than PersonY",1,"PersonX be dirty, thus, PersonX want to be wash",1,"PersonX beat PersonY at something, thus as an result, PersonY become visibly upset",1,"PersonX stretch out PersonX arm, thus, PersonX want to lift weight",1,"PersonX change PersonX look, thus, PersonX want to impress PersonY",1
"PersonX clean PersonX tooth, thus as a result on PersonX's emotion, PersonX have be hear",0,"PersonX come into force, thus as a result on PersonY's emotion, PersonY feel PersonY be sad",1,"PersonX stretch more body part, thus as an result, PeopleX get fluster",0,"PersonX laugh up PersonX sleeve, thus as an result, PersonX change it",1,"Before PersonX cover PersonY expense, much money PeopleX need",1,"If PersonX see particular program, includes the event or action, PersonX have fun",1,"If PersonX do not meet the height requirement, can be hindered by, PeopleX have to finish work",0,"If PersonX do not have anything, as a result, PersonX wants to, PersonX need something",1,"If PersonX have PersonY heart break, can be hindered by, PersonY be occupy with work",0,"If PersonX be there, causes, PersonX adopt it",1,"The event PersonX go to office will not happen, if PersonX do not have insurance",1,"PersonY will not give, thus, PersonY want to think twice",0,"PersonX play it, thus as an result, PersonX work on that",1,"PersonX purchase a replacement, thus, PersonX want to be in the right place",0,"PersonX declare war on PersonY, thus as a result on PersonY's emotion, PersonX have be assault",0
"PersonX want to drink glass of water, thus, PersonX want to get life back",0,"The event PersonX do something will not happen, if PersonX feel obligated",0,"PersonY get to hang out with PersonX, thus as an result, PersonX make a offer",0,"The event PersonX get a money will not happen, if PersonX do not have a job",1,The event PersonX cite PersonY example will not happen unless PersonX carry some oxygen,0,"If PersonX start take lesson, can be hindered by, PersonX do not have money for lesson",1,"If PersonX lose that, as a result, PersonX will, PersonX find",1,"If PersonX 's favorite book be out print, can be hindered by, the loan officer will not give PersonX a bank loan",0,"If PersonX have be work on that, as a result, PersonY or others will, PersonY try to communicate",0,"If PersonX could play, as a result, PersonX will, PersonX take that",1,"The event PersonX cover PersonX basis will not happen, if PersonX do not do PeopleX work",1,The event PersonX appear out of nowhere will not happen unless PersonX find a hiding spot,1,The event PersonY would expect will not happen unless PersonX open the envelope,0,"Because PersonX have that, PersonX have fun do",1,"PersonX ask the boy, thus as a result on PersonX's emotion, PersonX feel PersonX be concern",1
"PersonX be dominant, thus it can be seen about PersonX's attribute that PersonX maintain PersonX 's rights",0,"PersonY hide something from PeopleX, thus it can be seen about PersonX's attribute that PersonX watch the olympics",0,"PersonX have a fun playing, thus it can be seen about PersonX's attribute that PersonX be pleased",1,"PersonX offer to teach PersonY, thus, PersonY want PeopleX be do well",0,"PersonX need more space, thus as an result, PersonX take a picture",0,"If PersonX sleep well night, can be hindered by, the neighbor next be have a loud party",1,"If PersonX take many lesson, as a result, PersonX wants to, PersonX want to implement new knowledge",1,"If PersonX make a big deal, as a result, PersonX wants to, PersonX want to have a celebratory drink",1,"If PersonX read the bible, PersonX is seen as, PersonX enter into agreement",0,"If PersonX would be ready, PersonX is seen as, PersonX see a infomercial",0,"PersonX turn the light, thus as a result on PersonX's emotion, PersonX like",1,"Because PersonX eat leftovers, PersonX be at home",0,"PersonX want to notify PersonY, thus, PersonX want to improve PersonX condition",0,"PersonX be far home, thus as an result, PeopleX do not sleep good",1,"PersonX be freezing, thus it can be seen about PersonX's attribute that PersonX go potty",0
"PersonX eat the steak, thus it can be seen about PersonX's attribute that PersonX be carniverous",1,"PersonX buy a metal detector, thus as a result on PersonX's emotion, PersonX feel PersonX be amuse",1,"PersonX take many picture, thus, PersonX want to put PeopleX picture on instagram",1,"PeopleX make plan, thus, PersonX want PeopleX be full",1,"PersonX love the way, thus as an result, PersonX go dutch",0,"If PersonX pay PersonY for that, as a result, PersonY or others want to, PersonY get baptise",0,"If PersonX become good at something, as a result, PersonX will, PeopleX give PersonX permission",0,"If PersonY feel sorry, as a result, PersonY or others want to, PersonX want to be of assistance",0,"If PersonX have that, causes, PersonX be not sure about something",1,"If PersonX hoot, includes the event or action, PersonX look different",0,"PersonX let, thus it can be seen about PersonX's attribute that PersonX be loving",1,"The event PersonX need the money from job will not happen, if PersonX be home work not in office",0,"PersonX do not want it be too easy, thus it can be seen about PersonX's intention that PersonX want challenge",1,"PersonX get PersonY mom, thus as an result, PersonX alert a authority figure",1,"The event PersonX squint PersonY 's eye will not happen, if PersonY be on vacation",1
"PersonX tell PersonY a story, thus as a result on PersonX's emotion, PersonX feel PersonX be date for year",0,"PersonX come into head, thus, PersonY want to make out with PersonX",1,"PersonX be browse the internet, thus as a result on PersonX's emotion, PersonX feel PersonX be interested",1,"PersonX want to wear the dress to dance, thus, PersonX want to go back to bed",0,"The event PersonX forget PeopleX lunch will not happen, if when PeopleX leave home night",0,"If PersonX want to go on vacation, as a result, PersonX wants to, PersonX catch the mouse",0,"If PersonX have concern for reason, as a result, PersonX feels, PersonX give PersonY a way",0,"If PersonX make pie, but before, PersonX needed, PersonX need to ingredient",1,"If PersonX be play catch, as a result, PersonX will, PersonX deplete energy",1,"If PersonX win a money, but before, PersonX needed, PersonX bet",1,"PersonX carry PersonY along, thus it can be seen about PersonX's intention that PersonX help person",1,"After PersonX provide PersonY index, PersonX assure PersonY",0,"PersonX read a article, thus, PersonX want to tell PersonY about article",1,"After PersonX add to collection, PersonX admire the collection",1,"PersonX say no to PersonY, thus as a result on PersonY's emotion, PersonY feel angered",1
"Before PersonX beat the rush hour traffic, PersonX call it night",0,"PersonX be clean PersonX room, thus it can be seen about PersonX's attribute that PersonX be responsible",1,"Before PersonX sing from hymnbook, PersonX be give a hymnbook",1,"PersonX take the cat to vet, thus as a result on PersonX's emotion, PersonX give the PersonY",0,"PersonX prepare for attack, thus as an result, PeopleX get",1,"If PersonX need to open play board, but before, PersonX needed, PersonX need to plan on vacation",0,"If PeopleX do it often, but before, PersonX needed, PersonX get change",0,"If PersonX read mail, as a result, PersonX will, PersonX be sleep soundly",0,"If PersonX be go out with friend, because PersonX wanted, PersonX not be at the location",0,"If PersonX play a game with friend, because PersonX wanted, PersonX take the field",0,"PersonX love PersonY best, thus, PersonY want to profess love",1,"PersonX throw open, thus it can be seen about PersonX's attribute that PersonX be bold",1,"After PersonX meet a girl, PersonX flirt quietly",1,"PersonX return to work, thus, PersonX want to do PersonX work",1,"After PersonX write a article, PersonX put oneself in shoe",0
"PersonX clean PersonX 's cage, thus it can be seen about PersonX's attribute that PersonX be competent",1,"PersonX be a happy couple, thus it can be seen about PersonX's attribute that PersonX be eager",1,"PersonX be at the mall with friend, thus, PersonY want to have fun",1,"PersonX be dutiful, thus it can be seen about PersonX's attribute that PersonX go to store",0,"The event PersonX protect PersonY from sun will not happen, if PersonX can not find persony",1,"If PersonX copulate, includes the event or action, PersonX clean up",1,"If PersonX be not fast enough, as a result, PersonX feels, PersonX be the need for PersonY",0,"If PersonX reduce PersonY 's cost, as a result, PersonX will, PersonX need to check PersonY 's expenditure",0,"If PersonX make PersonY sandwich, as a result, PersonY or others will, PersonX do something fast",0,"If PersonX try to solve something, as a result, PersonX will, PersonX get stick on part",1,"PersonX be satisfied, thus it can be seen about PersonX's attribute that PersonX remove PersonY from office",0,The event PersonX touch first base includes the event/action that PersonX start record machine,0,"PersonX get PersonX money back, thus it can be seen about PersonX's attribute that PersonX be thankful",1,"PersonX have a crush on girl, thus it can be seen about PersonX's attribute that PersonX go the wrong way",0,"PersonY think strategy to workout, thus as an result, PersonY benefit from action",0
The event PersonX see will not happen unless PersonX be around the cat,1,"PersonX want to tell more information, thus, PersonX want to give hostage to fortune",0,"PersonX give PersonY a huge hug, thus as a result on PersonY's emotion, PersonY feel PersonY be warm",1,"PersonX get PersonY 's phone number, thus it can be seen about PersonX's attribute that PersonX give the person",0,"The event PersonY be not be cooperative will not happen, if the ticket have be sell out",0,"If PersonX throw PersonY 's head back, because PersonX wanted, PersonX hurt person",1,"If PersonY be bald, can be hindered by, there be no car on road",0,"If PersonX buy a new boat, as a result, PersonX will, PersonX have less money",1,"If PersonX receive a call, causes, it go off",0,"If PersonX stop watch the news, can be hindered by, PeopleX idolize",1,"PersonX want to talk, thus it can be seen about PersonX's attribute that PersonX be outgoing",1,"PersonX show PersonY off, thus it can be seen about PersonX's intention that PersonX pull weed",0,"PersonX want to hurt the enemy, thus, PersonX want PersonY love PeopleX back",0,"PersonY want to smile, thus, PersonY want PersonX sound PersonY alarm",0,"PersonX call the plumber, thus, PersonY want to go to house",1
"PersonX be rude, thus, PersonY want to tell PersonX",1,"The event person x have no cash will not happen, if PeopleX father take the fishing pole",0,"PersonX live with mother, thus as a result on PersonX's emotion, PersonX feel PersonX be happy",1,"PersonX hit a snag, thus as a result on PersonX's emotion, PersonX want to move on plan",0,"PersonX pay the rent, thus as a result on PersonX's emotion, PersonX feel PersonX be peaceful",0,"If PersonX keep PersonY, can be hindered by, PersonY need to serve PersonX country",1,"If PersonX be pray, as a result, PersonX will, PersonX leave alone",0,"If PersonX reach PersonX peak, as a result, PersonX feels, PeopleX be hide something",0,"If PersonX be at a baseball game, can be hindered by, person x have no way",1,"If PersonX bring the food, PersonX is seen as, PersonX be care",1,"After PersonX provide PersonY assessment, PersonX explain the result",0,The event PersonX cut PersonY 's hair short will not happen unless PeopleX hair will grow back,0,"The event PersonX make up PersonY mind will not happen, if PersonY need to think for themselves",1,"PersonX have a work, thus, PersonX want to keep PersonY in captivity",0,"PersonY order another coffee, thus as an result, PersonY apologize",0
"PersonX work well in business to get, thus it can be seen about PersonX's attribute that PersonX be hardwork",1,"The event the principal be away will not happen, if no one be interested in service",0,"PersonX find the source of smell, thus as an result, PersonX vomit",1,"PersonX call PersonY father, thus as an result, PersonX listen on phone",1,"PersonY intent to PeopleX be test the program out, thus it can be seen about PersonX's intention that PersonX attend PersonY 's meeting",0,"If PersonX beat PersonY 's personal record, as a result, PersonY or others will, PersonY realize PersonX",0,"If PersonX decide to get a dog, PersonX is seen as, PersonX be kind",1,"If PersonX find PersonY family, as a result, PersonY or others will, PersonY be find",1,"If PersonX die PersonX hair, PersonX is seen as, PersonY be on PeopleX side",0,"If PersonX be top of ladder, PersonX is seen as, PersonX play a trick",0,The event PersonX package it will not happen unless PersonX reach hand out,0,"PersonX think that, thus it can be seen about PersonX's attribute that PersonX feel embarassed",1,The event PersonY go to jail will not happen unless PersonX have PersonX act together,0,The event PersonX rent will not happen unless PersonX find some apartment,1,The event PersonX challenge the goat to contest will not happen unless PersonX win,0
"PersonX live nearby, thus it can be seen about PersonX's attribute that PersonX ask PersonX kid",0,"PersonX unpack PersonX thing, thus as an result, PersonX smile",1,"PersonX buy the ingredient, thus as an result, PersonX measure the ingredient",1,"PersonX be yell loudly, thus, PersonX want PeopleX yell at PersonX",1,"PersonX stand on corner, thus it can be seen about PersonX's attribute that PersonX be bore",1,"If PersonX make anything, as a result, PersonX will, PersonX make a mess",1,"If PersonX feel incredibly depress, happens after, PersonX buy grocery make taco",0,"If PersonX eat chicken wing, as a result, PersonX wants to, PersonX be PeopleX hand",1,"If PersonX be in grade school, PersonX is seen as, PersonX feel ok",0,"If PersonX have many it, as a result, PersonX feels, PersonX have PersonX leg amputate",0,"PersonX take the rest of day, thus, PersonY want to supervise the employee",1,"PersonX rethink PeopleX initial plan, thus as an result, PersonX decide to get",0,"The event PersonX hold with hare will not happen, if PersonX 's friend be advise x choose a side",1,"PersonX could go, thus, PersonX want to go",1,The event PersonX attend PersonY funeral will not happen unless PersonX buy flower,1
"PersonX sit by window, thus as a result on PersonX's emotion, PersonX ask PersonY marry PersonZ",0,"PersonX be not affect by that, thus as a result on PersonX's emotion, PersonY be comfortable",0,"PersonX write PersonY article, thus as an result, PersonY get fire for cheating",1,"PersonX point finger, thus it can be seen about PersonX's attribute that PersonX be accuse",1,"Because PersonX be there, PersonY be happy",1,"If PersonX have a scar on face, can be hindered by, PersonX do not want to start a fight",0,"If PersonX lick PersonY face, can be hindered by, PersonX want to apologize",0,"If PersonX sell a car, as a result, PersonX will, PersonX get money",1,"If PersonX can not continue, because PersonX wanted, PersonX eat dessert",0,"If PersonX sell ice to eskimo, can be hindered by, PersonX do not have any sale skill",1,"The event PersonX get a on test will not happen, if PersonX have not learn the material yet",1,"PersonX have a small party, thus as an result, PersonY eat",1,"PersonX get a people test the app, thus, PersonX want to create a app",0,"PersonX be paint PersonY nail, thus it can be seen about PersonX's attribute that PersonX be kind",1,"PersonX go to investigate, thus it can be seen about PersonX's attribute that PersonX write PersonY back",0
"The event PersonX turn on heel will not happen, if PersonX work in area",1,"PersonX get pilot 's license, thus, PersonX want to post a message on media",1,"PersonX make a good living, thus it can be seen about PersonX's attribute that PersonX accidentally bump",0,"PersonX want PersonY, thus, PersonX want to yell at PersonY",1,"PersonX want to save money for car, thus, PersonX want to prepare to travel",0,"If PersonX die without issue, can be hindered by, PeopleX be in much pain",1,"If the weather be too dangerous, can be hindered by, PersonX win the race",0,"If PersonX be ride PersonY motorcycle, PersonX is seen as, PersonX check PersonX car",0,"If PersonX give PersonY a cup, as a result, PersonY or others want to, PersonY want to talk thing out",1,"If PersonX want to try out the purse, as a result, PersonX wants to, PersonX perform step achieve the plan",0,"PersonX be desire knowledge, thus it can be seen about PersonX's attribute that PersonX eat PersonX supper",0,"PersonX have to stop at light, thus as an result, PersonX have spend day",0,"PersonX accept the fact, thus it can be seen about PersonX's attribute that PersonY be focus",0,"PersonX get PersonY 's name, thus, PersonX want to write down PersonY 's name",1,"The event PersonX buy a new boat will not happen, if PeopleX be terribly out shape",0
